date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,1,1,ピュアリヤン,ハッピースプリント,マーゴーン,セ,4,56.0,笹川翼,大井森下淳平,481,-5,2022100409
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,2,2,マルヨリヴィエラ,スズカコーズウェイ,フレンチリヴィエラ,牝,5,54.0,菅原涼太,大井赤嶺本浩,457,1,2021100808
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,3,3,バンビチャン,カリフォルニアクローム,Love the Chase,牝,4,54.0,横川怜央,大井久保杉隆,382,-1,2022100886
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,4,4,ソリタリオカズ,エピカリス,スターペスミツコ,牡,4,56.0,仲原大生,大井渡部則夫,438,-4,2022107305
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,5,5,マーカンエミーオ,ネロ,ニシノタカラヅカ,牡,6,56.0,山本聡紀,大井嶋田幸晴,455,1,2020100374
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,6,6,マリーラークスパー,カリフォルニアクローム,Love the Chase,牝,4,51.0,杉山海波,大井岡野尚光,493,0,2022103545
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,6,7,ウメミライ,Audible,Blue Devil Bel,牡,4,56.0,安藤洋一,大井藤田輝信,517,-9,2022104185
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,7,8,ドンナドンナ,マジェスティックウォリアー,Dream Supreme,牝,6,54.0,田中洸多,大井橋本和馬,442,4,2020106949
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,7,9,ヴィクストリア,イスラボニータ,イスラコジーン,牡,4,56.0,藤本現暉,大井鷹見浩,448,3,2022107367
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,8,10,ステラニーナ,アニマルキングダム,ダリシア,牝,4,54.0,矢野貴之,大井高野毅,491,-4,2022106753
2026/03/23,大井,晴,1,C3九,ダ,1200,良,11,8,11,ココインシデンス,シュヴァルグラン,ハルーワスウィート,牝,4,52.0,所蛍,大井澤佳宏,377,-5,2022102539
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,1,1,ブラックゴエ,キタサンミカヅキ,キタサンジュエリー,牡,4,56.0,町田直希,大井渡部則夫,495,0,2022106976
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,2,2,ブラックレッド,モーニン,Giggly,牡,4,56.0,矢野貴之,大井鷹見浩,465,3,2022102818
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,3,3,グレーターホープ,グレーターロンドン,ロンドンブリッジ,牡,6,56.0,吉井章,大井月岡健二,441,4,2020101138
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,3,4,ウォーバックス,ベルシャザール,マルカキャンディ,セ,8,56.0,岡村健司,大井遠藤茂,471,0,2018103788
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,4,5,ホウライショウ,ウインバリアシオン,スーパーバレリーナ,牝,4,54.0,松崎正泰,大井高野毅,501,3,2022109002
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,4,6,ノンストップガール,エスポワールシチー,エミネントシチー,牝,6,54.0,和田譲治,大井渡辺和雄,491,-6,2020105482
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,5,7,ヘデンバージャイト,ドレフォン,Eltimaas,牝,5,54.0,石川駿介,大井松浦裕之,493,-1,2021105457
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,5,8,ディーノエナジー,マジェスティックウォリアー,Dream Supreme,セ,7,56.0,菅原涼太,大井堀千亜樹,505,0,2019102810
2026/03/23,大井,晴,2,C3七八,ダ,1600,良,14,6,9,サブノルアナ,スピルバーグ,プリンセスオリビア,牝,4,53.0,中山遥人,大井阪本一栄,439,1,2022102666
