date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,1,1,ノリサムソン,メイショウサムソン,マイヴィヴィアン,牡,5,56.0,野畑凌,大井大宮和也,487,-2.0,2021106291
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,2,2,ノアサンサン,シュヴァルグラン,ハルーワスウィート,牝,5,54.0,達城龍次,大井鷹見浩,462,2.0,2021102843
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,3,3,スカイレディ,Teofilo,Speirbhean,牝,5,54.0,石川駿介,大井吉井竜一,495,1.0,2021110024
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,4,4,キバルスター,トゥザワールド,トゥザヴィクトリー,牡,7,56.0,福原杏,大井阪本一栄,486,-3.0,2019100990
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,4,5,ラヴレボーテ,ワールドエース,マンデラ,牝,5,54.0,吉井章,大井米田英世,493,-2.0,2021105938
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,5,6,メロパール,キンシャサノキセキ,ケルトシャーン,牝,6,54.0,西啓太,大井中道啓二,457,0.0,2020105237
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,5,7,イイデテッシン,グァンチャーレ,チュウオーサーヤ,牡,4,56.0,笹川翼,大井村上頼章,516,-14.0,2022107141
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,6,8,ミチノシチリア,アイルハヴアナザー,Arch's Gal Edith,牡,8,56.0,和田譲治,大井嶋田幸晴,485,1.0,2018103497
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,6,9,メイショウトキイロ,デクラレーションオブウォー,Tempo West,牝,4,54.0,藤本現暉,大井大宮和也,490,11.0,2022103258
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,7,10,カルサパラストリス,バゴ,Moonlight's Box,セ,4,55.0,中山遥人,大井阪本一栄,433,-2.0,2022106373
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,7,11,マキズシトイナ,アメリカンペイトリオット,Life Well Lived,牡,5,53.0,高橋優,大井高橋清顕,489,-4.0,2021103810
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,8,12,シャンクドール,マジェスティックウォリアー,Dream Supreme,牝,4,51.0,杉山海波,大井中道啓二,472,4.0,2022104060
2026/03/26,大井,雨,1,C3二三四(C3三),ダ,1600,不,13,8,13,ゼンダンクラージュ,ラブリーデイ,ポップコーンジャズ,セ,7,56.0,遠藤健太,大井遠藤茂,487,6.0,2019106630
