date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,1,1,エガリテアリエル,ミッキーグローリー,メリッサ,牝,3,54.0,和田譲治,船橋林幻,,,2023101773
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,2,2,カミイダイヤモンド,タニノフランケル,ウオッカ,牡,3,56.0,仲野光馬,船橋田中力,,,2023103871
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,3,3,ターンイットアップ,ジョーカプチーノ,ジョープシケ,牡,3,56.0,川島正太,船橋山中尊徳,,,2023106512
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,4,4,ビッグメダーリア,リアルスティール,ラヴズオンリーミー,牝,3,52.0,所蛍,船橋田中力,,,2023103940
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,5,5,リュウノキャロット,マインドユアビスケッツ,Jazzmane,牝,3,54.0,山本聡紀,船橋斉藤敏,,,2023100363
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,5,6,ユリシスバタフライ,ディスクリートキャット,Pretty Discreet,牡,3,56.0,山中悠希,船橋矢野義幸,,,2023105133
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,6,7,グランドサークル,パイロ,Wild Vision,牝,3,54.0,本橋孝太,船橋石井勝男,,,2023105451
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,6,8,ゴーレム,ロゴタイプ,ステレオタイプ,牡,3,56.0,岡村健司,船橋渋谷信博,,,2023102347
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,7,9,ヒーサマアムール,ディープブリランテ,ラヴアンドバブルズ,牝,3,54.0,小杉亮,船橋伊藤滋規,,,2023105926
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,7,10,マサッキー,ダイワメジャー,スカーレットブーケ,牝,3,54.0,臼井健太,船橋岩崎真樹,,,2023101326
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,8,11,キュレーション,ニューイヤーズデイ,Justwhistledixie,牝,3,53.0,中山遥人,船橋大津剛,,,2023103331
2026/04/01,船橋,,1,3歳八,ダ,1200,,12,8,12,レッドリリー,フリオーソ,ファーザ,牝,3,54.0,野澤憲彦,船橋佐々木清,,,2023101016
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,1,1,セッティングセイル,アルアイン,ドバイマジェスティ,牡,3,56.0,和田譲治,船橋斉藤敏,,,2023101912
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,2,2,エターナルフィズ,キャプテンキング,ストロベリーパフェ,牝,3,54.0,矢野貴之,船橋玉井昇,,,2023101612
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,3,3,キタノマヒロ,キセキ,ブリッツフィナーレ,牝,3,52.0,所蛍,船橋佐々木清,,,2023100725
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,4,4,クラバエル,エピカリス,スターペスミツコ,牡,3,55.0,中山遥人,船橋伊藤滋規,,,2023100817
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,5,5,バブリーヒーロー,ルヴァンスレーヴ,マエストラーレ,牝,3,54.0,町田直希,船橋矢野義幸,,,2023104447
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,5,6,トーケンマティーニ,サトノアラジン,マジックストーム,牝,3,54.0,山本聡紀,船橋石崎駿,,,2023104225
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,6,7,マーズレッド,ミスチヴィアスアレックス,White Pants Night,牡,3,53.0,山本大翔,船橋佐藤裕太,,,2023100436
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,6,8,ゴールドトピアリー,ゴールドドリーム,モンヴェール,牝,3,54.0,山口達弥,船橋矢内博,,,2023100039
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,7,9,エムブイピーコール,ワールドエース,マンデラ,牝,3,54.0,木間塚龍,船橋斉藤敏,,,2023105098
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,7,10,モンビジュー,エイシンフラッシュ,ムーンレディ,牝,3,54.0,小杉亮,船橋石井勝男,,,2023101378
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,8,11,テクノパイナップル,サトノダイヤモンド,マルペンサ,牝,3,54.0,臼井健太,船橋岩崎真樹,,,2023102632
2026/04/01,船橋,,2,3歳七,ダ,1200,,12,8,12,ゴールドステージ,カリフォルニアクローム,Love the Chase,牡,3,56.0,岡村健司,船橋玉井等,,,2023105924
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,1,1,ブールヴァルディエ,ラニ,ヘヴンリーロマンス,セ,3,56.0,本橋孝太,船橋山中尊徳,,,2023100885
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,2,2,ケンシユウキ,タイセイレジェンド,シャープキック,牡,3,56.0,山中悠希,船橋佐藤裕太,,,2023102510
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,3,3,リプサリス,カレンブラックヒル,チャールストンハーバー,セ,3,56.0,小杉亮,船橋伊藤滋規,,,2023100884
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,4,4,タイセイリノ,ヘンリーバローズ,シルヴァースカヤ,牡,3,56.0,和田譲治,船橋山田信大,,,2023103059
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,5,5,ラジスタンロイヤル,ミュゼスルタン,アスクデピュティ,牡,3,56.0,木間塚龍,船橋大津剛,,,2023100194
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,6,6,シャイニーライフ,シュヴァルグラン,ハルーワスウィート,牡,3,53.0,山本大翔,船橋坂本昇,,,2023100572
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,7,7,ソルルナ,サトノジェネシス,マルペンサ,牡,3,56.0,本田正重,船橋玉井昇,,,2023103950
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,7,8,ミノホタテ,ディスクリートキャット,Pretty Discreet,牡,3,54.0,所蛍,船橋林幻,,,2023104850
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,8,9,マダヤルカイ,ケープブランコ,Laurel Delight,牡,3,56.0,野畑凌,船橋林幻,,,2023109037
2026/04/01,船橋,,3,3歳四組下選抜馬,ダ,1500,,10,8,10,リメンバーウェル,カリフォルニアクローム,Love the Chase,牡,3,56.0,澤田龍哉,船橋川島正一,,,2023103724
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,1,1,モーイーワヒネ,シャンハイボビー,Steelin',牝,4,54.0,及川烈,浦和宇野木博,,,2022100373
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,2,2,マダムファンタジア,エピカリス,スターペスミツコ,牝,5,53.0,中山遥人,浦和川村守男,,,2021101923
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,3,3,サンスノーホワイト,サンダースノー,Eastern Joy,牝,4,54.0,篠谷葵,船橋石崎駿,,,2022101331
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,4,4,カルストンブランド,ノーブルミッション,Kind,牝,4,54.0,藤江渉,浦和入口由美,,,2022106363
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,5,5,アンビータブルニコ,ジャスタウェイ,シビル,牝,4,54.0,張田昂,浦和水上直人,,,2022102457
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,6,6,スイートウィル,ホッコータルマエ,マダムチェロキー,牝,5,52.0,中島良美,浦和川島豊,,,2021100882
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,7,7,マーシグッドラック,ヴァンセンヌ,フラワーパーク,牡,7,56.0,高橋利幸,船橋矢内博,,,2019100253
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,7,8,サンドバンブー,エスポワールシチー,エミネントシチー,牝,5,54.0,保園翔也,浦和川村守男,,,2021106373
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,8,9,オンネア,ホッコータルマエ,マダムチェロキー,牝,5,54.0,福原杏,浦和入口由美,,,2021102022
2026/04/01,船橋,,4,パイライトダッシュ(C3),ダ,1000,,10,8,10,イエスユイキャン,フォーウィールドライブ,Funfair,牝,4,54.0,高橋哲也,浦和藪口一麻,,,2022106595
