date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,1,1,エムティヒビキ,レガーロ,サンタテレジータ,セ,6,56.0,小林凌,岩手佐藤敏彦,,,2020100567
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,2,2,ミヤギヴォイジャー,ルーラーシップ,エアグルーヴ,牡,4,56.0,山本聡哉,岩手菅原勲,,,2022106381
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,3,3,ドルチェヴィータ,トランセンド,シネマスコープ,牝,8,52.0,坂井瑛音,岩手工藤裕孝,,,2018103953
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,4,4,ピースワンドルチェ,ラニ,ヘヴンリーロマンス,セ,7,56.0,山本政聡,岩手菅原学,,,2019101361
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,5,5,コニパ,ダンカーク,Secret Status,牝,4,54.0,高松亮,岩手畠山信一,,,2022100291
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,6,6,プリズムスペクトル,レインボーライン,レーゲンボーゲン,牝,5,54.0,塚本涼人,岩手千葉幸喜,,,2021107160
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,7,7,ニシノブライアント,タニノギムレット,タニノクリスタル,牡,8,56.0,岩本怜,岩手三野宮通,,,2018102836
2026/03/31,水沢,,1,C2四組,ダ,1400,,8,8,8,ワイドマルガリータ,ルーラーシップ,エアグルーヴ,牝,5,52.0,関本玲花,岩手吉田司,,,2021104926
2026/03/31,水沢,,2,C2三組,ダ,1400,,8,1,1,ライジンシチー,サンダースノー,Eastern Joy,牡,4,56.0,高橋悠里,岩手板垣吉則,,,2022107210
2026/03/31,水沢,,2,C2三組,ダ,1400,,8,2,2,ハナカホノカ,ホッコータルマエ,マダムチェロキー,牝,4,54.0,塚本涼人,岩手工藤裕孝,,,2022100187
2026/03/31,水沢,,2,C2三組,ダ,1400,,8,3,3,アカイツメ,アメリカンペイトリオット,Life Well Lived,牝,4,54.0,山本聡哉,岩手菅原勲,,,2022109019
2026/03/31,水沢,,2,C2三組,ダ,1400,,8,4,4,テンリッチスマイル,ナダル,Ascending Angel,牝,4,54.0,村上忍,岩手佐藤雅彦,,,2022104810
