date,course,weather,race_number,race_name,surface,distance,track_condition,num_horses,bracket_number,horse_number,horse_name,father_name,mother_name,sex,age,weight_carried,jockey,stable,horse_weight,weight_diff,horse_id
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,1,1,ブッコワース,ベーカバド,Behkara,牡,5,56.0,仲原大生,大井佐々木洋,457,-2,2021103462
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,2,2,ブラントンアロー,ラブリーデイ,ポップコーンジャズ,牡,5,55.0,中山遥人,大井須田和伸,462,-6,2021104202
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,3,3,イケノギャルチャン,ロージズインメイ,Tell a Secret,牝,7,54.0,石川駿介,大井岡野尚光,491,-7,2019101304
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,4,4,ローゼンナイツ,デクラレーションオブウォー,Tempo West,牝,5,54.0,矢野貴之,大井藤田輝信,510,2,2021102429
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,4,5,ミンナノブンモ,タニノギムレット,タニノクリスタル,セ,7,55.0,谷内貫太,大井久保杉隆,479,-4,2019109083
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,5,6,アイアムイブシギン,シニスターミニスター,Sweet Minister,牡,5,56.0,鷹見陸,大井澤佳宏,485,-3,2021102897
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,5,7,ゴッドモード,パイロ,Wild Vision,牡,7,56.0,吉井章,大井市村誠,475,-1,2019101552
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,6,8,アイトカコイトカ,デクラレーションオブウォー,Tempo West,牝,4,54.0,横川怜央,大井久保杉隆,461,-1,2022109083
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,6,9,オリリオ,マインドユアビスケッツ,Jazzmane,牡,5,56.0,瀬川将輝,大井栗田裕光,533,-3,2021106391
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,7,10,ワールドフォンテン,トゥザワールド,トゥザヴィクトリー,牡,6,53.0,杉山海波,大井井上弘之,451,1,2020106112
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,7,11,ラインストライカー,コパノリッキー,コパノニキータ,セ,7,56.0,野畑凌,大井鷹見浩,479,-2,2019102067
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,8,12,ラブリーヨシノ,ラブリーデイ,ポップコーンジャズ,牡,6,56.0,菅原涼太,大井荒井朋弘,451,-6,2020102455
2026/03/24,大井,晴,1,C3五六,ダ,1600,良,13,8,13,フローラルロマンス,ラニ,ヘヴンリーロマンス,牝,7,54.0,澤田龍哉,大井田中正人,453,-8,2019109031
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,1,1,ハナヒラク,サングラス,ノッティングギャル,牝,4,54.0,西啓太,大井荒井朋弘,454,3,2022102873
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,2,2,ヨシノルビー,キモンノカシワ,オイワケトモエ,牝,4,54.0,菅原涼太,大井市村誠,413,-2,2022104445
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,3,3,バリアシオン,サトノダイヤモンド,マルペンサ,牝,4,54.0,東原悠善,大井庄子昭彦,469,-4,2022106690
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,3,4,ピエナイオス,レイデオロ,ラドラーダ,牝,4,54.0,岡村健司,大井高岩孝敏,440,-7,2022106573
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,4,5,スターオブウーノ,シビルウォー,チケットトゥダンス,牡,5,56.0,松崎正泰,大井庄子昭彦,437,-4,2021101890
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,4,6,ミユンガー,ニューイヤーズデイ,Justwhistledixie,牡,4,56.0,達城龍次,大井堀千亜樹,475,-1,2022106201
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,5,7,ウルフスタンド,アメリカンペイトリオット,Life Well Lived,牡,4,56.0,藤本現暉,大井渡部則夫,513,0,2022103125
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,5,8,コーントップス,マインドユアビスケッツ,Jazzmane,牝,5,54.0,石川駿介,大井松浦裕之,421,-5,2021105197
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,6,9,ケルティックハーツ,ビッグアーサー,シヤボナ,牡,4,56.0,吉井章,大井中道啓二,518,9,2022100807
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,6,10,イッツバッド,ヴァンセンヌ,フラワーパーク,牝,8,54.0,仲原大生,大井市村誠,445,-3,2018103552
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,7,11,パンオショコラ,メイショウボーラー,ナイスレイズ,牝,5,51.0,杉山海波,大井村上頼章,504,0,2021105934
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,7,12,ミハタタテナシ,モーニン,Giggly,牡,5,56.0,千田洋,大井栗田裕光,540,-1,2021105331
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,8,13,ステーション,オルフェーヴル,オリエンタルアート,牝,4,54.0,笹川翼,大井福田真広,511,4,2022105631
2026/03/24,大井,晴,2,C3五六,ダ,1200,良,14,8,14,イサゴールド,サトノクラウン,ジョコンダII,牝,4,54.0,横川怜央,大井庄子昭彦,423,-3,2022101463
2026/03/24,大井,晴,3,3歳1112,ダ,1400,良,14,1,1,エムジェイベリー,ディスクリートキャット,Pretty Discreet,牝,3,54.0,安藤洋一,大井藤田輝信,495,7,2023109035
